HOS01-031	3b3c3d91381b4a1cb204fd1819054bb0	W912P624Q0025	https://sam.gov/workspace/contract/opp/3b3c3d91381b4a1cb204fd1819054bb0/view	Combined Synopsis/Solicitation	2024-05-15	2024-05-30	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	UNDER BRIDGE INSPECTION ACCESS EQUIPMENT RENTAL	EFFECTIVE MAY 29, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section).**************************************************************************************************************************************************************************************************************************************************************************************************************************The time in PIEE and SAM are corrected to match the time in the solicitation form. This is a combined Synopsis/Solicitation Notice for commercial items issued pursuant to FAR Subpart 12. Under this notice, the U.S. Army Corps of Engineers, Chicago Dist…	532490	W038		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/3b3c3d91381b4a1cb204fd1819054bb0/view			Combined Synopsis/Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): 9ad1f3dc4cf84bcc9d3230e26aea7e55; 826efdeed7c04c1c9836ff204803967f; 3b3c3d91381b4a1cb204fd1819054bb0. Outcome did not control selection.	66409
HOS01-032	96a703a8ac8b4cfe84dfb65ba39b83cf	W912P624B0009	https://sam.gov/workspace/contract/opp/96a703a8ac8b4cfe84dfb65ba39b83cf/view	Solicitation	2024-06-26	2024-07-26	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	Town of Hebron Water Main Replacement, Hebron, Porter County, Indiana (USACE Acquisition)	** EFFECTIVE JULY 26, 2024: The government has attached the Bid Opening Results (please refer to the Attachments Section of this Notice).** ***** TIME OF BID SUBMISSION: Bids are required one hour prior the time specified on Page 1 of this Solicitation, Block #13a. Please note, FAR Subpart 14.302 Bid submission; Bids shall be submitted so that they will be received in the office designated in the invitation for bids not later than the exact time set for opening of bids. ***** VIRTUAL BID OPENING INFORMATION: THE VIRTUAL BID OPENING WILL BE CONDUCTED ON JULY 26, 2024 AT 2:00 P.M. (CENTRAL TIME). AT THE DESIGNATED DAY AND TIME, PLEASE JOIN BY: MEETING LINK: https://usace1.webex.com/usace1/j.p…	237110	Y1PZ	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 4 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/96a703a8ac8b4cfe84dfb65ba39b83cf/view			Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 4 version(s): 82520cbf1c204d32a26e79f60f4cd36f; 1021a23f9bfe461086cb4b17e9bb950c; 96a703a8ac8b4cfe84dfb65ba39b83cf; b4d1d577e3a24c8bab3b01add4c4234b. Outcome did not control selection.	65873
HOS01-033	76f0f0970f234df2bdae4e94429a7011	N6134024R0013	https://sam.gov/workspace/contract/opp/76f0f0970f234df2bdae4e94429a7011/view	Solicitation	2024-02-09	2024-03-18	DEPT OF DEFENSE	DEPT OF THE NAVY	NAWC TRAINING SYSTEMS DIV	Recompete of UC-12 Platform Training Program	Naval Air Warfare Center Training Systems Division (NAWCTSD) has a requirement to support the Navy?s Command Aircraft Crew Training (CACT) program for academic and simulator training on the Navy UC-12B/F/M nonProLine and UC-12F/M ProLine 21aircraft (a Navy configured Raytheon/Beechcraft King Air B200) and the UC-12W ProLine 21 and UC-12W ProLine Fusion aircraft (a Navy configured Raytheon/Beechcraft King Air B350). This acquisition is necessary to facilitate pilot training in the UC-12B/F/M/W Fleet. The services being acquired under this contract require use of a certified (or equivalent) Federal Aviation Administration (FAA), Level ?C? (or higher) UC12B/F/M (Beechcraft King Air B200 non-Pr…	611512	U099		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Orlando, FL, 32826, USA	Orlando, FL, 32826, USA	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/76f0f0970f234df2bdae4e94429a7011/view			Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): 675195ee261e4930b4079d21c9a1d73d; 76f0f0970f234df2bdae4e94429a7011. Outcome did not control selection.	67061
HOS01-034	4f36e4d1aa1c4b3ebeb6ca5923cf4be7	W912P624B0008	https://sam.gov/workspace/contract/opp/4f36e4d1aa1c4b3ebeb6ca5923cf4be7/view	Solicitation	2024-05-02	2024-06-11	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	Solicitation W912P624B0008 Village of Glenwood Stormwater Improvements, Glenwood, Cook County, Illinois (USACE Acquisition)	EFFECTIVE JUNE 11, 2024: The government has attached the Bid Opening Results (please refer to the Attachments Section of this Notice).***** **TIME OF BID SUBMISSION: Bids are required one hour prior the time specified on Page 1 of this Solicitation, Block #13a. Please note, FAR Subpart 14.302 Bid submission; Bids shall be submitted so that they will be received in the office designated in the invitation for bids not later than the exact time set for opening of bids.** ********** VIRTUAL BID OPENING INFORMATION: THE VIRTUAL BID OPENING WILL BE CONDUCTED ON JUNE 11, 2024 AT 2:00 P.M. (CENTRAL TIME). AT THE DESIGNATED DAY AND TIME, PLEASE JOIN BY: ** MEETING LINK: https://usace1.webex.com/usac…	237110	Y1PZ	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 6 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/4f36e4d1aa1c4b3ebeb6ca5923cf4be7/view			Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 6 version(s): abf5795c6a4d4413bbd02229688a5ea1; 029fcd0cd8fc4522adb6ac5b0990e9dd; 110cfec91e3c419da5e54e9a2ba7f0cc; bebaec34dafa4523be99e69c3ecca3f3; 4f36e4d1aa1c4b3ebeb6ca5923cf4be7; 012e0da222f14cd2959bbd1403f7d363. Outcome did not control selection.	66283
HOS01-035	4cf9654f9ca64e679cec50c969055599	W912P624R0009	https://sam.gov/workspace/contract/opp/4cf9654f9ca64e679cec50c969055599/view	Combined Synopsis/Solicitation	2024-06-18	2024-07-12	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS	EFFECTIVE JULY 10, 2024: The government has posted Amendment No. 0005 hereunder this Notice (please refer to the Attachments Section). Amendment No. 0005 revised the price schedule. ** EFFECTIVE JULY 10, 2024: The government has posted Amendment No. 0004 hereunder this Notice (please refer to the Attachments Section). Amendment No. 0004 extended the response due date. ** EFFECTIVE JULY 3, 2024: The government has posted Amendment No. 0003 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 28, 2024: The government has posted Amendment No. 0002 hereunder this Notice (please refer to the Attachments Section). ** EFFECTIVE JUNE 26, 2024: The government has posted…	561210	S216	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 6 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/4cf9654f9ca64e679cec50c969055599/view			Combined Synopsis/Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 6 version(s): 3a54dc47257e4d6186022b537b204488; 483a7f70887b43f88badf6652cfca36f; 95ff38fc0fd441b3945a53c0f38ba19a; 831a4797526041ce88a488dde35027f5; 4cf9654f9ca64e679cec50c969055599; 5ffbcdfc1ab540f2b5c39e7d5be1d81a. Outcome did not control selection.	66013
HOS01-036	66696d5b141f46c5b5a507f0aaac7c7e	N4008024R2401	https://sam.gov/workspace/contract/opp/66696d5b141f46c5b5a507f0aaac7c7e/view	Solicitation	2024-09-30	2024-11-22	DEPT OF DEFENSE	DEPT OF THE NAVY	NAVFACSYSCOM WASHINGTON	INDEFINITE-DELIVERY, INDEFINITE-QUANTITY (IDIQ) MULTIPLE AWARD CONSTRUCTION CONTRACT (MACC) SMALL BUSINESS (SB) SET ASIDE FOR ROOFING SERVICES FOR FACILITIES PRIMARILY IN THE NAVFAC WASHINGTON, AREA OF RESPONSIBILITY (A…	This acquisition will result in the award of a Design-Build (DB)/Design- Bid-Build (DBB), Indefinite-Delivery/Indefinite Quantity (IDIQ), Multiple Award Construction Contract (MACC) for various roofing projects within the NAVFAC Washington Area of Responsibility (AOR). The Government intends to award approximately five (5) contracts resulting from this solicitation to the responsible Offerors whose proposals represent the best values after evaluation in accordance with the factors and their relative importance, unless more or less than five (5) is determined to be the best value to the government by the Source Selection Authority.Construction projects to be performed under this MACC will re…	238160	Y1JZ	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Washington Navy Yard, DC, 20374, USA	Washington Navy Yard, DC, 20374, USA	Direct notice/resource lookup required	Yes — 19 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/bb98279dcd644ba093e4cc803c651e43/view			Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 19 version(s): 0ee6292357dd4e6b96aa99aaf41db205; f206df246c2644faa432ec40defe2832; e9a33be63a2f4e2185db9bc46296e883; 398a2f184b56420fb6b64c6b574603a0; b911fbf827dc4eed8c7a715f59eff418; 38c6d9b226df4cf3a7b157ba98b38eea; 54274d1be698482386587b328365372a;…	64791
HOS01-037	be20996621714ec8a581d12255d2f742	W912P624B0007	https://sam.gov/workspace/contract/opp/be20996621714ec8a581d12255d2f742/view	Solicitation	2024-05-01	2024-06-12	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	Solicitation W912P624B0007 GARY AIRPORT SANITARY SEWER IMPROVEMENTS - SECTION 219, GARY, LAKE COUNTY, INDIANA (USACE ACQUISITION)	EFFECTIVE JUNE 12, 2024: The government has attached the Bid Opening Results (please refer to the Attachments Section of this Notice).***** ** Administrative edit for the response time zone which was set at Central Standard Time to Central Daylight Time. The response time is not changed and are due one prior to the bid opening. ** *****TIME OF BID SUBMISSION: Bids are required one hour prior the time specified on Page 1 of this Solicitation, Block #13a. Please note, FAR Subpart 14.302 Bid submission; Bids shall be submitted so that they will be received in the office designated in the invitation for bids not later than the exact time set for opening of bids.***** VIRTUAL BID OPENING INFORMA…	237110	Y1PZ	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Gary, IN, USA	Gary, IN, USA	Direct notice/resource lookup required	Yes — 10 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/be20996621714ec8a581d12255d2f742/view			Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 10 version(s): cf692f3614524f3e9c5f197214247552; 90ac290b1a614b649cabc159c742e6ef; 4e2b2dc7c6d74be2ba8e3193001251f5; 59385726cc5b48e6beba8982c4bd0993; cf879f432dae4828a4249f126f6dca50; 45efc691a419457d9afc0a50945aa83c; 7e427ef15b7b43b6acd9b3d02dff7079;…	66270
HOS01-038	95b48c149b3b428d953d46ee51695cc3	W912HQ24R0015	https://sam.gov/workspace/contract/opp/95b48c149b3b428d953d46ee51695cc3/view	Solicitation	2024-10-08	2024-11-22	DEPT OF DEFENSE	DEPT OF THE ARMY	W4LD USA HECSA	Navigation and Civil Works Data Analysis and System Support Professional Services	This announcement constitutes a Request for Proposals (RFP) in accordanxce with Federal Acquisition Regulation (FAR) Part 15 "Contracting by Negotiation". This procurement will be conducted as a partial small business set-aside in accordance with FAR Subpart 19.5. The Government anticpates award of a Multiple Award Indefinite Delivery Indefinite Quantity (IDIQ) contract with a five (5) year period of performance consisting of one base year, four (4) one-year options and one six-month option to extend services. All task orders issued against this IDIQ will be Firm Fixed Price. Award will be made based on the best value to the Government using a subjective tradeoff source selection process. P…	541618	R499	Partial Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Alexandria, VA, USA	Alexandria, VA, USA	Direct notice/resource lookup required	Yes — 5 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 5 version(s): 1c02d12cf2274db4a3814ae72544e248; 3183fe7da5234c2f8aa7db0dafc5f4f2; 5bec35cdfa9b455fbfca1f2dc87a3b00; b19832f0d9814b6ba10607c14e885534; 95b48c149b3b428d953d46ee51695cc3. Outcome did not control selection.	64811
HOS01-039	2716a22155e3433b96b4613a3141a126	FA8212-23-R-0004	https://sam.gov/workspace/contract/opp/2716a22155e3433b96b4613a3141a126/view	Solicitation	2023-05-01	2023-06-28	DEPT OF DEFENSE	DEPT OF THE AIR FORCE	FA8212  AFSC OLH PZABA	F-16 DOH HUD Combiner Assy	1. Requirement: F-16 HUD Combiner Assembly P/N: 049836 NSN: 1270-99-179-7577 WF (Est. Max Qty 200EA) 2. Contract Type: Cost-Plus-Fixed-Fee (CPFF) Production Contract, 5 Year Requirements Contract Type � Single Award. 3. Acquistion Type: Sole Source to the Original Equipment Manufacturer (OEM) Qioptic Limited (K6111). The OEM owns the technical drawings and thus, is Design Authority. Attached is the sole source Justification and Approval (J&A). Qioptic Limited (K6111) Address: Glascoed Road, St. Asaph, Denbighshire, L170LL, United Kingdom (UK). 4. All responsible sources may submit a capability statement, proposal, or quotation, which shall be considered by the agency.	334419	1270		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Vehicle, weapons, aircraft, training-system, or defense-platform product	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): 081689ab541a488b9f05c88ecd3c8877; b2d8b7f4f53045618570902d9d1ffe6b; 2716a22155e3433b96b4613a3141a126. Outcome did not control selection.	69033
HOS01-040	fb9b7df1672449efab9fa5351b335b01	W912P624Q0033	https://sam.gov/workspace/contract/opp/fb9b7df1672449efab9fa5351b335b01/view	Combined Synopsis/Solicitation	2024-09-03	2024-09-18	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	Solicitation W912P624Q0033 Chicago Harbor Lock Security System Upgrade, Chicago, Cook County, Illinois	EFFECTIVE SEPTEMBER 17, 2024: The government has posted Amendment No. 0002 hereunder this Notice (please refer to the Attachments Section). **EFFECTIVE SEPTEMBER 6, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ** This is a Combined Synopsis/Solicitation Notice for commercial items issued pursuant to FAR Subpart 12. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Quotations (RFQ) for: CHICAGO HARBOR LOCK SECURITY SYSTEM UPGRADE. GOVERNMENT REQUIREMENT: This acquisition is pursuant to the provisions set forth by Part 12 of the Federal Acquisition Regulation, Commercial…	561621	5810	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Mapped from award index	https://sam.gov/workspace/contract/opp/fb9b7df1672449efab9fa5351b335b01/view			Combined Synopsis/Solicitation	No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	60	Double	Passes Gates 1-6 preliminarily; Gate 7 archive review pending	REVIEW — archive reconstruction	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): 8fcd70b3f3c54343a349a879d41600f4; be9f90f67b12428a83b11f454d1ab2e7; fb9b7df1672449efab9fa5351b335b01. Outcome did not control selection.	65425
