HOS01-091	d0176e5cb02647f1b88ba3f6876d8f7c	QSE--36C78623Q50228	https://sam.gov/workspace/contract/opp/d0176e5cb02647f1b88ba3f6876d8f7c/view	Solicitation	2023-08-11	2023-08-23	VETERANS AFFAIRS, DEPARTMENT OF	VETERANS AFFAIRS, DEPARTMENT OF	NATIONAL CEMETERY ADMIN (36C786)	Staff Uniforms - Riverside National Cemetery -- 8405	Staff Uniforms - Riverside National Cemetery -- 8405 Riverside National Cemetery requires uniforms for employees. We require Brand Name or Equal - salient characteristics and other details provided in the statement of need. Questions must be submitted to David.Boyd7@va.gov by 2:00 PM EDT on 8/16/2023. Answers will be provided via an amendment to this solicitation. We require brand name or equal: 5.11 Tactical Style# 74273; Style# 72175 ***See Statement of Need for Salient Characteristics and the Information and Evaluation Criteria document for instructions and other pertinent information. ***	315210	8405	Service-Disabled Veteran-Owned Small Business Set Aside	Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	Mixed controls	Riverside, CA, 92508, USA	Riverside, CA, 92508, USA	Direct notice/resource lookup required	Yes — 4 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	No — socioeconomic set-aside not held by GGG	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	0	60	Strikeout	Gate 4 — GGG eligibility	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 4 version(s): d0176e5cb02647f1b88ba3f6876d8f7c; f95827fe865e42cb97d9883a928bd9f0; c794d6808b5a47cea7dc02881fa49d3d; def90872094a4dd988b0e9b40fb32f91. Outcome did not control selection.	68517
HOS01-092	670ce53283cf4e91bbed77d8a4c5c096	FA810824RB001RFP	https://sam.gov/workspace/contract/opp/670ce53283cf4e91bbed77d8a4c5c096/view	Solicitation	2024-06-25	2024-08-26	DEPT OF DEFENSE	DEPT OF THE AIR FORCE	FA8108  AFSC PZIE	Contract Field Teams (CFT) Labor Augmentation Support Requirements (LASR) Multiple Award IDIQ	Request for Proposal Contract Field Teams (CFT) Labor Augmentation Support Requirements (LASR) Program Multiple Award IDIQ Funds are not presently available for this acquisition. No Task Order awards will be made until appropriated funds are available. Funds are anticipated to be available in FY25. The CFT LASR Program supports multiple customers by providing timely and high-quality maintenance augmentation for fielded active weapon systems worldwide. These CFTs can perform modification, organizational/ intermediate/depot maintenance, inspection, and repair of active systems in the US Government inventory, such as aircraft: fixed-wing, rotary-winged and drone; vehicles; aerospace equipment;…	336411	J010	Partial Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 7 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 7 version(s): 6cd7534d74914be8b45ab92a01c754d1; fc60987590a043f197bf36a48b5c8c08; 65fe66a85f0745ea964ea5d602a19b46; b9544284b6dc4883acb7bba5a8fe1bf4; c9c6ca8895ab47f689987ea31eb68887; fd092c712b89494089cce50dc2eed545; 670ce53283cf4e91bbed77d8a4c5c096. …	64594
HOS01-093	4570b8e3f5ef4032ba527f403399298c	1202SB23Q7011	https://sam.gov/workspace/contract/opp/4570b8e3f5ef4032ba527f403399298c/view	Solicitation	2023-01-23	2024-02-24	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Mechanic with Service Truck for Region 3 ONLY	Re-open Solicitation. Vendor responses to the solicitation are due 02/24/2024 17:00 MST. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), ESB East Zone Region 3 requirement for Mechanic with Service Truck for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 1202SB23Q7011. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirements of the original solicitation. IMPORTANT N…	811111	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 7 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 7 version(s): 062768759c554affa6323c3fa0bc82bf; bee81a7a036f4e229f50c749e6b5eee6; b8780fddb8e742a88b5006cc178a600e; 3bedee319c474efd92ee3f14928eb8db; f34192e5fbaf4c578ed8c63cfd973025; a374f801b18643e98464cf0bf32c3347; 4570b8e3f5ef4032ba527f403399298c. …	67471
HOS01-094	e60152a922ec4fc49e9d6aea1f3d91c9	QSE--36C78624Q50082	https://sam.gov/workspace/contract/opp/e60152a922ec4fc49e9d6aea1f3d91c9/view	Combined Synopsis/Solicitation	2024-02-15	2024-03-15	VETERANS AFFAIRS, DEPARTMENT OF	VETERANS AFFAIRS, DEPARTMENT OF	NATIONAL CEMETERY ADMIN (36C786)	Saratoga National Cemetery is in need of a Contractor who can provide Turf Fertilizer, Pre-Emergent Crabgrass & Broadleaf Weed Control Services. -- S208	Saratoga National Cemetery is in need of a Contractor who can provide Turf Fertilizer, Pre-Emergent Crabgrass & Broadleaf Weed Control Services. -- S208 To provide Turf Fertilization, Pre-Emergent Crabgrass & Broadleaf Weed Control Services at the Gerald B.H. Solomon (Saratoga) National Cemetery, located at 200 Duell Road, Schuylerville, NY 12871 and at the Albany Rural Soldiers Lot. The Contractor shall furnish all supervision, labor, equipment, materials and supplies necessary to provide Turf Fertilization, Pre-Emergent Crabgrass & Broadleaf Weed Control Services at the Gerald B.H. Solomon (Saratoga) National Cemetery, located at 200 Duell Road, Schuylerville, NY 12871 and at the Albany R…	561730	S208	Service-Disabled Veteran-Owned Small Business Set Aside	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Schuylerville, NY, 12871, USA	Schuylerville, NY, 12871, USA	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	No — socioeconomic set-aside not held by GGG	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	0	0	Strikeout	Gate 4 — GGG eligibility	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): 73927f28cfb24e5b8c2e5e3358b47b65; 235ec4e995484758970fa87fc14333ce; e60152a922ec4fc49e9d6aea1f3d91c9. Outcome did not control selection.	67212
HOS01-095	e126dac5fbcf47b0b652ec0c0d27163d	W912P623R0009	https://sam.gov/workspace/contract/opp/e126dac5fbcf47b0b652ec0c0d27163d/view	Combined Synopsis/Solicitation	2024-03-25	2024-04-15	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	FACILITY MAINTENANCE SERVICES, LOCKPORT, WILL COUNTY, ILLINOIS	NOTICE TO OFFERORS: EFFECTIVE MAY 9, 2024: This solicitation is hereby cancelled and may be solicited at a later date. ****************************************************************************************************************************************************** EFFECTIVE APRIL 5, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section). ****************************************************************************************************************************************************** This is a combined Synopsis/Solicitation Notice for Commercial Items issued pursuant to the Federal Acquisition Regulation (FAR) Subpart 12.6. …	561210	S216	Service-Disabled Veteran-Owned Small Business Set Aside	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Lockport, IL, USA	Lockport, IL, USA	Direct notice/resource lookup required	Yes — 4 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	No — socioeconomic set-aside not held by GGG	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	0	0	Strikeout	Gate 4 — GGG eligibility	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 4 version(s): 2c9726a73e2f44f2930a5283cd90cf03; 4ae23014c1ff4aa6b5d0770836992caf; c03616fc10984255b771b12846542246; e126dac5fbcf47b0b652ec0c0d27163d. Outcome did not control selection.	66545
HOS01-096	c1c21f2570164d07a745a8be01b8173a	1202SB23Q7010	https://sam.gov/workspace/contract/opp/c1c21f2570164d07a745a8be01b8173a/view	Solicitation	2023-01-23	2024-02-06	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Vehicle with Driver for Region 3 ONLY (Pickup & Stake Side)	Re-open Solicitation. Vendor responses to the solicitation are due 02/06/2024 17:00. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS) Region 3 requirement for Vehicle with Driver (Pickup & Stakeside ONLY) for use during Local, Regional, and nationwide fire suppression, all-hazard incidents, and RX Project Work was originally solicited under solicitation number 1202SB23Q7010. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirements of the original solicita…	485999	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 7 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 7 version(s): cf2bdae8fc5c44f084f8e80b72c7ef57; b390bb5b384247e6a59b52388ae71750; 189cc165e7474ee8a36ead490fc6974d; 5280f457b8994b2b8778572c06fd4a67; 22e448a0d6e34aca93d212d7e0f356cf; ee03cd67367e4d6d80c0945c8925ab19; c1c21f2570164d07a745a8be01b8173a. …	67438
HOS01-097	967343daebb04f6890372a8715c06a3e	FA7146-20-S-0001(CERI)	https://sam.gov/workspace/contract/opp/967343daebb04f6890372a8715c06a3e/view	Combined Synopsis/Solicitation	2022-05-05	2024-09-01	DEPT OF DEFENSE	DEPT OF THE AIR FORCE	FA7146  SAF OC PK	Commercial and Economic Research and Innovation (CERI)	Secretary of the Air Force Concepts Development and Management (SAF/CDM), Office of Commercial and Economic Analysis (OCEA) Commercial Solutions Opening (CSO) FA7146-20-S-C001 for Commercial and Economic Research and Innovation (CERI) CSO DESCRIPTION / OBJECTIVES. Federal Agency Name. Secretary of the Air Force Concepts Development and Management (SAF/CDM), Office of Commercial and Economic Analysis (OCEA) Commercial Solutions Opening (CSO) Summary FA7146-20-S-C001 Title: OCEA Commercial and Economic Research and Innovation (CERI) Type: Open Two-Step CSO with Calls Open Period: Initiation to 1 September 2024 (for receipt of White Papers) Ordering Period: Initiation to 30 September 2024 (for…	541990	B599		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 4 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 4 version(s): e8a373d0d4504ebca4c856923c2bcbc6; 9d72e704fe3c49ae9f2a5d55c5d96769; 8c3ae503e621496ab7a485d92dc075f0; 967343daebb04f6890372a8715c06a3e. Outcome did not control selection.	66761
HOS01-098	e2867309253347b1aace03d9a6656e4f	1202SB23Q7017	https://sam.gov/workspace/contract/opp/e2867309253347b1aace03d9a6656e4f/view	Solicitation	2023-03-01	2024-03-04	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Mechanic with Service Truck for East Zone (Regions 1, 2, and 4)	Re-open Solicitation. Vendor responses to the solicitation are due 03/04/2024 17:00 MST. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), [Note to COs - Choose your Zone: ESB East Zone (Regions 1, 2, and 4) requirement for Mechanic with Service Truck for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 1202SB23Q7017. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirem…	811111	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 6 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 6 version(s): c8a5229704e74a7abc46dcf0913d2c13; 8e184b39a0924eaebda357c3ca008542; 1599fac4efd740a296f25710b66dec88; a38d10097c6d429881ae7e84fc7c6611; 242d0bc6d412448cac183d8332137170; e2867309253347b1aace03d9a6656e4f. Outcome did not control selection.	67476
HOS01-099	df3874a630ce4155b6b7b038b5b67c19	12569R23Q7005	https://sam.gov/workspace/contract/opp/df3874a630ce4155b6b7b038b5b67c19/view	Solicitation	2023-03-06	2024-02-23	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Mechanic with Service Truck for Regions 5 & 6	Re-open Solicitation. Vendor responses to the solicitation are due 02/23/2024 17:00 MST Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), ESB West Zone (Regions 3, 5, 6 and 10) requirement for Mechanic with Service Truck for Regions 5 & 6 for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 12569R23Q7005. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirements of the o…	811111	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 8 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 8 version(s): 3cddafd82a3e4f90ba34ddb87f75ac13; 86fddb61df6f4585ba52883fb95107eb; b7f75c9d94d54c6db0df6a915c7c5394; 7b7596b0150b4fd1b6e5f5d9ed08e6f3; a6763aafb1dd4c289829533671be0e45; f325565e94404d629df28afafe07a392; 23a7a621799d430f88064f58707c6d59; …	67479
HOS01-100	dc0ea0cec39c45e9acf790532e6ba929	12024B24Q7002	https://sam.gov/workspace/contract/opp/dc0ea0cec39c45e9acf790532e6ba929/view	Solicitation	2024-02-20	2024-04-05	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA FOREST SERVICE	VIPR I-BPA for Helicopter Operations Support Unit for Region 13 - National	The Department of Agriculture (USDA), US Forest Service (USFS) National Zone (Regions 1, 2, 3, 4, 5 and 6) is soliciting quotes (RFQ) for Helicopter Operations Support Units for use during local, regional, and nationwide fire suppression, all-hazard incidents, and RX Project Work. The USFS Fire and Aviation Management (F&AM) National and Regional Program Office Representatives will determine annually whether it is in the Government's best interest to initiate an open season on-ramping process to add additional Contractors and/or resources during the annual Contracting Officer (CO) review period noted in Section C.3.1 of the solicitation. Section D.2 within the solicitation will contain equi…	488190	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): dc0ea0cec39c45e9acf790532e6ba929; 8e004054e5584a739767ab409d590a60. Outcome did not control selection.	67210
