HOS01-071	6d98e09fa04e40b3b22294ab3590d1f0	N0010423QXB31	https://sam.gov/workspace/contract/opp/6d98e09fa04e40b3b22294ab3590d1f0/view	Solicitation	2023-02-23	2024-10-25	DEPT OF DEFENSE	DEPT OF THE NAVY	NAVSUP WEAPON SYSTEMS SUPPORT MECH	POWER SUPPLY	CONTACT INFORMATION|4|N774.18|BSA|SEE EMAIL|STEPHANIE.R.PEREZ1@NAVY.MIL| ITEM UNIQUE IDENTIFICATION AND VALUATION (MAR 2022)|19|||||||||||||||||||| HIGHER-LEVEL CONTRACT QUALITY REQUIREMENT (NAVICP REVIEW FEB 1991)(FEB 1999)|1|ISO 9001| INSPECTION OF SUPPLIES--FIXED-PRICE (AUG 1996)|2||| WIDE AREA WORKFLOW PAYMENT INSTRUCTIONS (DEC 2018)|16|INVOICE AND RECEIVING REPORT (COMBO) |N/A|TBD|N00104|TBD|TBD|SEE SCHEDULE|TBD|||TBD|||||| NAVY USE OF ABILITYONE SUPPORT CONTRACTOR - RELEASE OF OFFEROR INFORMATION (3-18))|1|WSS MECHANICSBURG| EQUAL OPPORTUNITY (SEP 2016)|2||| ALTERNATE A, ANNUAL REPRESENTATIONS AND CERTIFICATIONS (NOV 2020)|13|||||||||||||| ANNUAL REPRESENTATIONS AND CERTIFICATIONS (MA…	335931	6130		Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	MRO tools and commercial hardware		Archive review required	Direct notice/resource lookup required	Yes — 13 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	Probable mandatory-source conflict	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	0	75	Strikeout	Gate 5 — mandatory source	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 13 version(s): 5fe85baef24b4f2cbc8eb4f12473682d; 2fd485fe16744ec681fec7b5f0347b09; 7ce41be46ed746f4b7b67f4e19226e2e; f7f01a8d10aa49b09581f58936c47adc; 57a2de25c9e34bb998d89d4215f14c39; 9cb2a53473014b1bb9dbb32e251a3c97; 65b6b493c5a043dc92dc05cf781808e4;…	65126
HOS01-072	d82bb7d8e7c44e88bec47138ec0fa1f5	N0010424QFE04	https://sam.gov/workspace/contract/opp/d82bb7d8e7c44e88bec47138ec0fa1f5/view	Solicitation	2024-08-01	2024-08-16	DEPT OF DEFENSE	DEPT OF THE NAVY	NAVSUP WEAPON SYSTEMS SUPPORT MECH	VALVE,BALL	CONTACT INFORMATION|4|N743.45|n/a|717-605-2227|sylvia.sentz@navy.mil| ITEM UNIQUE IDENTIFICATION AND VALUATION (JAN 2023)|19|||||||||||||||||||| HIGHER-LEVEL CONTRACT QUALITY REQUIREMENT (NAVICP REVIEW FEB 1991)(FEB 1999)|1|See specification sections C and E| INSPECTION OF SUPPLIES--FIXED-PRICE (AUG 1996)|2||| INSPECTION AND ACCEPTANCE - SHORT VERSION|8|x||x|||||| TIME OF DELIVERY (JUNE 1997)|20|0001|3|365 days|0002|1|365 days||||||||||||||| GENERAL INFORMATION-FOB-DESTINATION|1|b| WIDE AREA WORKFLOW PAYMENT INSTRUCTIONS (JAN 2023)|16|Stand-Alone Receiving Report - Certifications Combo-Receiving Report & Invoice - Material |n/a|tbd|N00104|tbd|N39040 - Certifications, S4306A - Material|N5028…	332919	4820		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	MRO tools and commercial hardware		Archive review required	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	Probable mandatory-source conflict	Exact product/NSN review required	Hazardous chemical	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	0	0	Strikeout	Gate 5 — mandatory source	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): cf2a454e8d2d49ffa1be8b0fefc39a92; d82bb7d8e7c44e88bec47138ec0fa1f5. Outcome did not control selection.	65766
HOS01-073	13a607ebd952458686dba9eeb0dfc160	1202SB24Q7014	https://sam.gov/workspace/contract/opp/13a607ebd952458686dba9eeb0dfc160/view	Solicitation	2024-02-02	2024-03-06	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Miscellaneous Heavy Equipment for East Zone, Regions 1, 2 and 4	The Department of Agriculture (USDA), US Forest Service (USFS) East Zone Regions 1, 2, and 4 anticipate soliciting quotes (RFQ) for Miscellaneous Heavy Equipment (Feller Buncher, Mulcher/Masticator, Road Grader, and Skidder) for use during local, regional, nationwide fire suppression, all-hazard incidents, and RX Prescribed Project Work. Section D.2 within the solicitation will contain equipment & personnel requirement details. The Contractor is responsible for all equipment, materials, supplies, transportation, lodging, managed/supervised/trained/certified personnel necessary to meet or exceed the Agreement specifications. The resources may be used in the protection of lands, to include bu…	115310	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): 13a607ebd952458686dba9eeb0dfc160; e03f7023cec04a1d87307eb666f17181; 34e83d34bd2a4172a0534d040e4c7f74. Outcome did not control selection.	67334
HOS01-074	19da7bb695aa4629b262dc3d3909ff97	12024B24Q7001	https://sam.gov/workspace/contract/opp/19da7bb695aa4629b262dc3d3909ff97/view	Solicitation	2024-02-20	2024-04-05	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA FOREST SERVICE	VIPR I-BPA for Mobile Communications Unit for Region 13 - National	The Department of Agriculture (USDA), US Forest Service (USFS) National Zone (Regions 1, 2, 3, 4, 5 and 6) is soliciting quotes (RFQ) for Communication Units for use during local, regional, and nationwide fire suppression, all-hazard incidents, and RX Project Work. The USFS Fire and Aviation Management (F&AM) National and Regional Program Office Representatives will determine annually whether it is in the Government's best interest to initiate an open season on-ramping process to add additional Contractors and/or resources during the annual Contracting Officer (CO) review period noted in Section C.3.1 of the solicitation. Section D.2 within the solicitation will contain equipment & personne…	517810	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): 19da7bb695aa4629b262dc3d3909ff97; c64dbac628ac4a9fae4d844ca9a55de2. Outcome did not control selection.	67211
HOS01-075	222ab24711b643939b827a50e27ac689	1202SB23Q7019	https://sam.gov/workspace/contract/opp/222ab24711b643939b827a50e27ac689/view	Solicitation	2023-03-01	2024-03-07	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Faller for East Zone (Regions 1, 2, and 4)	Re-open Solicitation. Vendor responses to the solicitation are due 03/07/2024 17:00 MST. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), [Note to COs - Choose your Zone: ESB East Zone (Regions 1, 2, 4, 8 and 9) or ESB West Zone (Regions 3, 5, 6 and 10)] requirement for [Note to COs - enter the name of the resource] for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 1202SB23Q7019. This amendment is to re-open this solicitation to conduct an open season …	115310	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 6 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 6 version(s): 2aa01f0b7ccb4b38bdce81cca86ea223; 949203276de94628bec8795adbae008c; f7bf3f8fa5fe466788b9c596c9998913; e8910db0ab8143048fafedccd9f29550; 2316a11b88a14422ba31ae32adba4f10; 222ab24711b643939b827a50e27ac689. Outcome did not control selection.	67451
HOS01-076	6308648904b64524b0cf37259396e38e	HDTRA122S0002	https://sam.gov/workspace/contract/opp/6308648904b64524b0cf37259396e38e/view	Solicitation	2022-06-22	2022-08-16	DEPT OF DEFENSE	DEFENSE THREAT REDUCTION AGENCY (DTRA)	DEFENSE THREAT REDUCTION AGENCY	FY2022-2026 DTRA Chemical / Biological Technologies Broad Agency Announcement	UPDATED AUGUST 30, 2024: TOPIC CALL 5, QUESTIONS & ANSWERS (Q and A_Ph II) UPDATED AUGUST 30, 2024: TOPIC CALL 4, QUESTIONS & ANSWERS (Q and A_Ph II) UPDATED JUNE 6, 2024: TOPIC CALL 5, QUESTIONS & ANSWERS (Q and A_PhI) UPDATED MAY 10, 2024: TOPIC CALL 4, QUESTIONS & ANSWERS (Q and A_Ph I) UPDATED APRIL 30, 2024: TOPIC CALL 5 THE DEADLINE TO SUBMIT QUESTIONS RELATED TO THE TOPIC INCLUDED IN TOPIC CALL 5 IS MAY 14, 2024. THE DEADLINE TO SUBMIT A PROPOSAL FOR THE TOPIC INCLUDED IN TOPIC CALL 5 IS JUNE 25, 2024 AT 2:00PM EDT. UPDATED APRIL 1, 2024: TOPIC CALL 4 THE DEADLINE TO SUBMIT QUESTIONS RELATED TO TOPICS INCLUDED IN TOPIC CALL 4 IS APRIL 16, 2024. THE DEADLINE TO SUBMIT A PROPOSAL FOR T…	5417	AC32		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 14 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 14 version(s): ab3a036713364a2aa02c4187e5964449; 5388b98ea12d4b3d861e5d9f860a87b7; 7e06d38a7ce94f3a956566393e369f68; da47cb84996e4b3b92cdfcabfff013ed; a68b571a39f34339a8402cd198ebd703; 3af51490b5af4eba83f74e6ab7b5dbfb; 2546eaba0cb44af0a8ddca8774d95a38;…	65574
HOS01-077	8521ef14de47454cac7f82ecd8bf2825	SP330023Q0156	https://sam.gov/workspace/contract/opp/8521ef14de47454cac7f82ecd8bf2825/view	Combined Synopsis/Solicitation	2023-07-10	2024-01-17	DEPT OF DEFENSE	DEFENSE LOGISTICS AGENCY	DLA DISTRIBUTION	Preventative and Corrective Maintenance on an American-Clyde (Model# 28DE-110-15) rail guided portal crane + Crane Rental Support at DLA Distribution Anniston, Alabama.	See attachments; Amendment 0009 - extension to 17Jan2024; final extension Amendment 0008 - adding a provision and a clause Amendment 0007 - Q&A, extend to 9Jan2024 Amendment 0006 - new POP to start 10/1/2024; extended to 21November Amendment 0005 - posted 25 more pics and extended deadline to 21September Amendment 0004 - provided information to access the base for the site visit scheduled for 17August Amendment 0003 - adjusted POP by 6 months and moved deadline for offers to 9 September Amendment 0002 - site visit scheduled for 17August; deadline for offers extended to 24 August Amendment 0001 - posted pictures; dated 24 July 2023	811310	J039	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Anniston, AL, USA	Anniston, AL, USA	Direct notice/resource lookup required	Yes — 10 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 10 version(s): 8baf158e552140a1ae414e14901e6927; 9899f6959de445c8b5e209c9eb845117; 091181d195654416b3d30471769e065a; c111cd411ced42649fd3d9062f107379; 9052de45f73b4de6a96f0ef60e037888; 6b5ebe21f42a44e396ebb91d0ec59c47; 6073a64e56984d4184504f18ff9435c7;…	67581
HOS01-078	1be935d8099e4bdd9ed6a2fe232d5f9d	47QTCB24R0009	https://sam.gov/workspace/contract/opp/1be935d8099e4bdd9ed6a2fe232d5f9d/view	Solicitation	2024-06-28	2024-10-28	GENERAL SERVICES ADMINISTRATION	FEDERAL ACQUISITION SERVICE	GSA/ITS GWACBRANCH A CONT OP QTACA	Alliant 3 GWAC, Request for Proposal (RFP)	Update 7/16/24: The question submission date for Alliant 3 is changed from July 26, 2024 to August 2, 2024 at 4:00pm ET. Please continue to submit your questions regarding the Alliant 3 solicitation using the Google Form located at https://forms.gle/Y6ExEXmRqNQsmJM97. +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ Update 7/10/24: Alliant 3 intends to issue a pre-recorded preproposal conference after questions are received (July 26, 2024) from potential offerors. Alliant 3 GWAC, Request for Proposal, 47QTCB24R0009, Amendment 0001 dated 7/10/24 is issued to correct technical issues and update attachments J.P-9, J.P-10, J.P-12, and J.P-13. New versions have been update…	541512	DA01		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): 1a0fe6caac474a54aa63c047a960e99c; 169cebac5e4d4a21a63620afd5d75ca1; 1be935d8099e4bdd9ed6a2fe232d5f9d. Outcome did not control selection.	65966
HOS01-079	e90a551f69c2400987b52244cf5f1d2a	W912P623R0008	https://sam.gov/workspace/contract/opp/e90a551f69c2400987b52244cf5f1d2a/view	Combined Synopsis/Solicitation	2023-02-22	2023-03-17	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	FILL STONE, BURNS WATERWAY HARBOR & BREAKWATER STONE, CALUMET, KEWAUNEE, MANITOWOC AND MILWAUKEE HARBORS	EFFECTIVE MARCH 13, 2023: The government has posted Amendment No. 0003 hereunder this Notice (please refer to the Attachments Section). ************************************************************************************************************************************************** EFFECTIVE MARCH 6, 2023: The government has posted Amendment No. 0002 hereunder this Notice (please refer to the Attachments Section). ************************************************************************************************************************************************** EFFECTIVE MARCH 1, 2023: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section).…	327991	5610		Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 4 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	60	Double	Passes Gates 1-6 preliminarily; Gate 7 archive review pending	REVIEW — archive reconstruction	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 4 version(s): bf64317dd305495c97fd2cacd68874fc; 0969708c465c49a19b4fff6b5b4fe6b3; 8850cf41f0f842f9af0c9bc26bdba087; e90a551f69c2400987b52244cf5f1d2a. Outcome did not control selection.	69609
HOS01-080	db0b48db16ee4d54abb53d1cbdfaacf9	1202SB23Q7021	https://sam.gov/workspace/contract/opp/db0b48db16ee4d54abb53d1cbdfaacf9/view	Solicitation	2023-02-21	2024-03-04	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Fuel Tender for Regions 1, 2, and 4	Re-open Solicitation. Vendor responses to the solicitation are due 03/04/2024 17:00 MST. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), ESB East Zone (Regions 1, 2, and 4) requirement for fuel tenders for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 1202SB23Q7021. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirements of the original solicitation. IMPORTANT NOT…	324110	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 10 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 10 version(s): d0f6736606114f6785f51e2476b9655a; 27d1dac294824317b09df563771b314a; e291a98790e24b44a9e428e052de5a7b; c45449fe9b1f46aaa44ff723a23a3d78; 2146daad5b754f8bab5ad2f85365479e; 07a085f087994840afb27a744a7a97c6; 13ef80d8f9114fb592d1e0fc901a257b;…	67487
