HOS01-061	927576698b2f40859c71719f674cf54c	9DC2702	https://sam.gov/workspace/contract/opp/927576698b2f40859c71719f674cf54c/view	Solicitation	2023-11-08	2023-12-05	GENERAL SERVICES ADMINISTRATION	PUBLIC BUILDINGS SERVICE	PBS R00 CENTER FOR BROKER SERVICES	U.S. Government Seeks to Lease Office and Related Space in Washington, DC	General Services Administration (GSA) seeks to lease the following space: City/State: Washington, DC Delineated Area: Washington, DC Central Employment Area Minimum Sq. Ft. (ABOA SF): 341,879 Maximum Sq. Ft. (ABOA SF): 358,973 Maximum Sq. Ft. (RSF): 410,255 Space Type: Office and Related Space Parking Spaces (Total): 30 on-site, reserved, structured spaces Parking Spaces (Surface): N/A Parking Spaces (Structured): N/A Parking Spaces (Reserved): 30 reserved spaces for Official Government Vehicles, the cost of which is to be included in the rental consideration Firm Term: 15 Years Option Term: 5 Years Additional Requirements: See RLP Attachments The offered building must be within 2,640 walka…	531120	X1AA		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Washington, DC, USA	Washington, DC, USA	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): f3b9b42ff4b64fbdbad9f7f215197171; 927576698b2f40859c71719f674cf54c. Outcome did not control selection.	67643
HOS01-062	80e6cd0e83ef4810a738492e9d29e9ad	12569R23Q7002	https://sam.gov/workspace/contract/opp/80e6cd0e83ef4810a738492e9d29e9ad/view	Solicitation	2023-03-01	2024-02-23	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Fallers for West Zone Regions 5 and 6	Re-open Solicitation. Vendor responses to the solicitation are due 02/23/2024 17:00 PST. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), ESB ESB West Zone (Regions 3, 5, 6 and 10) requirement for Faller Modules for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 12569R23Q7002. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirements of the original solicitation. IMPO…	115310	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 7 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 7 version(s): 98ff905d6182446a8e4619648d5504c2; c269e6aef57d4d95a620b6ca48d24b28; c882874585f34795830a182df61c2fea; cf9ed5c8dfc947e3b8465d414bd8a10a; cf381d76a34644c3a63f0183f880ad29; 26badaee37214ceea87b41b6bc4aaf4b; 80e6cd0e83ef4810a738492e9d29e9ad. …	67455
HOS01-063	bffca48be63a496094ad9488e6511bed	129J6124Q7000	https://sam.gov/workspace/contract/opp/bffca48be63a496094ad9488e6511bed/view	Solicitation	2024-02-12	2024-03-18	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA FS	VIPR I-BPA for Potable & Gray Water Truck/Handwashing Station (Trailer Mounted) for Region 5 - Pacific Southwest Region ONLY	The Department of Agriculture (USDA), US Forest Service (USFS), ESB West Zone (Region 5 ONLY) anticipate soliciting quotes (RFQ) for Potable & Gray Water Truck/Handwashing Station (Trailer Mounted) for use during local, regional, nationwide fire suppression, all-hazard incidents, and RX Prescribed Project Work. Section D.2 within the solicitation will contain equipment & personnel requirement details. The Contractor is responsible for all equipment, materials, supplies, transportation, lodging, managed/supervised/trained/certified personnel necessary to meet or exceed the Agreement specifications. The resources may be used in the protection of lands, to include but not be limited to, severi…	115310	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): bffca48be63a496094ad9488e6511bed; ec3bedeeb1ee416982667558226c2b90. Outcome did not control selection.	67258
HOS01-064	0b832613872940adaba607b57c5a95a4	FA9453-23-R-A004	https://sam.gov/workspace/contract/opp/0b832613872940adaba607b57c5a95a4/view	Solicitation	2023-03-14	2024-10-01	DEPT OF DEFENSE	DEPT OF THE AIR FORCE	FA9453  AFRL RVK	Neutron Strategic Technology Advanced Research (Neutron-STAR) Advanced Research Announcement (ARA)	NAICS Code: The NAICS Code for this acquisition is 541715 for Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology). Federal Agency Name: Air Force Research Laboratory ARA Title: Neutron Strategic Technology Advanced Research (Neutron STAR) Advanced Research Announcement (ARA) ARA Type: This is an Open ARA; initial announcement SUBMISSION DATES ARE INDEFIINITE UNTIL FURTHER NOTICE PROGRAM SUMMARY: This is an Open ARA announcement pursuant to the authority of 10 U.S.C. �4023 Procurement for Experimental Purposes. AFRL is interested in receiving white papers regarding nuclear-related research and development, including, but not limi…	541715	AC33		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 7 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 7 version(s): 8df76be94a3e46f08057893415c5bc85; a8d15fd672a143fe872cd0852e349709; 896879a75d0d418e97af605f75b4b363; 90c2da6980c04fdcbe3ce22b48e51b1c; a3fcf103f2f04f519403251198ce1b84; bc82ed505415486d8a0ffb0672260911; 0b832613872940adaba607b57c5a95a4. …	66205
HOS01-065	ff6211114e3c426491c937dcc0806538	1202SB23Q7018	https://sam.gov/workspace/contract/opp/ff6211114e3c426491c937dcc0806538/view	Solicitation	2023-03-01	2024-02-29	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Heavy Equipment for East Zone (Regions 1, 2, 4, and 9)	Re-open Solicitation. Vendor responses to the solicitation are due 02/29/2024 19:00 EST. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), East Zone (Regions 1, 2, 4, & 9) requirement for Heavy Equipment to include dozers, excavators, and tractor plows (region 9 only) for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 1202SB23Q7018. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special …	115310	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 8 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 8 version(s): 5888ac71c3c44fbbac8f11c33862d1ed; 924fffb54f754a53904893642aa85d00; 6d1684c8620b4d3dad5cd5eb7a2e5590; 9c1e4365a3e1466c9ce0e61d36197908; a6520aa42130416c9360dc8dbd26eb70; 6b257321a2a94ac19e1c219db0dfdd22; eabe12745c5a485886dabc1ba8cbd5f2; …	67483
HOS01-066	8483b45911794ddd911f4a1ab24b90eb	N0038322QD505	https://sam.gov/workspace/contract/opp/8483b45911794ddd911f4a1ab24b90eb/view	Solicitation	2022-10-04	2024-09-26	DEPT OF DEFENSE	DEPT OF THE NAVY	NAVSUP WEAPON SYSTEMS SUPPORT	15--FLAP ASSY, IN REPAIR/MODIFICATION OF	CONTACT INFORMATION|4|N721.10|B1U|609-284-3898|joshua.j.seltzer.civ@us.navy.mil| ITEM UNIQUE IDENTIFICATION AND VALUATION (MAR 2022)|19|||||||||||||||||||| HIGHER-LEVEL CONTRACT QUALITY REQUIREMENT|8|x|||||||| INSPECTION AND ACCEPTANCE OF SUPPLIES|26|x||||||||||||x|||||||||||||| WIDE AREA WORKFLOW PAYMENT INSTRUCTIONS (DEC 2018)|16|INVOICE AND RECEIVING REPORT COMBO TYPE|N/A|TBD|N00383|TBD|TBD|See Schedule|TBD|||TBD|||||| NAVY USE OF ABILITYONE SUPPORT CONTRACTOR - RELEASE OF OFFEROR INFORMATION (3-18))|1|| EQUAL OPPORTUNITY (SEP 2016)|2||| WARRANTY OF SUPPLIES OF A NONCOMPLEX NATURE (JUN 2003)|6|12 months|60 days after discovery of defect||||| EQUAL OPPORTUITY FOR WORKERS WITH DISABILITIES…	336413	1560		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	Probable mandatory-source conflict	Exact product/NSN review required	Vehicle, weapons, aircraft, training-system, or defense-platform product	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	0	0	Strikeout	Gate 5 — mandatory source	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): b6aa36adb80e4a59a73e0d457e43c968; 8483b45911794ddd911f4a1ab24b90eb; c08fb053e227471e9f7672c6163e2e38. Outcome did not control selection.	65473
HOS01-067	178ca7f178a347879957287c33b6e126	QSE--36C78623Q50246	https://sam.gov/workspace/contract/opp/178ca7f178a347879957287c33b6e126/view	Solicitation	2023-07-21	2023-07-31	VETERANS AFFAIRS, DEPARTMENT OF	VETERANS AFFAIRS, DEPARTMENT OF	NATIONAL CEMETERY ADMIN (36C786)	PCD|Tahoma NC|Portable Toilets -- 9330	PCD|Tahoma NC|Portable Toilets -- 9330 Requesting sole source vendor Northwest Cascade (HMJKFKDE9N68) No other GSA vendors available. Requesting contract for base plus 4 years. Tahoma National Cemetery Cemetery has a need for a base +4 option year contract to provide portabe toilets Quantity of units required per event will vary, ranging from three (3) to ten (10); with an estimated three (3), or more, events per year. Evaluation Criteria Lowest Price Please Contact Jennifer Drummonds for site visit details. Email: Jennifer.Drummonds@va.gov Phone: (425) 433-2044 Questions will not be answered 48 hours priot to solicitation closing date and time. Please email all quotes to Baron.Toms@va.gov/…	562991	9330		Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	Mixed controls	Kent, WA, 98042, USA	Kent, WA, 98042, USA	Direct notice/resource lookup required	Yes — 5 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	60	Double	Passes Gates 1-6 preliminarily; Gate 7 archive review pending	REVIEW — archive reconstruction	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 5 version(s): 178ca7f178a347879957287c33b6e126; 860e062d150a4759bad04bcd515f73ba; 6436ff44eb43427d812c6726b8d5fea5; 0d4b810def814abfa5ef4d8678f5f92c; 493e8c8745934149ab07b3a1713c273b. Outcome did not control selection.	68689
HOS01-068	d8518e51604f41cb9d329ccca7415c6c	12569R24Q7003	https://sam.gov/workspace/contract/opp/d8518e51604f41cb9d329ccca7415c6c/view	Solicitation	2024-02-15	2024-03-19	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Chipper for Regions 5 & 6	The Department of Agriculture (USDA), US Forest Service (USFS) ESB West Zone Regions 5 & 6 anticipate soliciting quotes (RFQ) for Chippers for use during local, regional, nationwide fire suppression, all-hazard incidents, and RX Prescribed Project Work. Section D.2 within the solicitation will contain equipment & personnel requirement details. The Contractor is responsible for all equipment, materials, supplies, transportation, lodging, managed/supervised/trained/certified personnel necessary to meet or exceed the Agreement specifications. The resources may be used in the protection of lands, to include but not be limited to, severity, fire suppression, all-hazard incidents, and RX Prescrib…	115310	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): d8518e51604f41cb9d329ccca7415c6c; 51ddefd5bfc64726926cf65b8ce68fd7. Outcome did not control selection.	67233
HOS01-069	f6401633c7be4628aab06a2a86bc51bb	N6660423Q0793	https://sam.gov/workspace/contract/opp/f6401633c7be4628aab06a2a86bc51bb/view	Combined Synopsis/Solicitation	2023-09-12	2023-10-16	DEPT OF DEFENSE	DEPT OF THE NAVY	NUWC DIV NEWPORT	TY-18 ES Sensor Radio Frequency Switches	Procurement of Thirty Six (36) Switch, SPDT, Electo-Mechanical, DC-2.5 GHz, Low Loss. Brand Name Procurement is Ducommun Technologies Inc. See attached Brand Name Specification, RFQ, and CDRLs. Distribution D Drawings will be made available to JCP Certified Contractors via DoDSAFE and will be issued upon request. As a condition of receiving DOD or DND controlled technical data, the offeror agrees to use the data only inn ways mandated by DOD Directive 5230.25 or the TDCR (Technical Data Control Regulations). For information regarding JCP registration, go to https://www.dlis.dla.mil/jcp/.	334511	5930		Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	60	Double	Passes Gates 1-6 preliminarily; Gate 7 archive review pending	REVIEW — archive reconstruction	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): f6401633c7be4628aab06a2a86bc51bb; 4aff6c79908546ff9d7e5209bde4ea44. Outcome did not control selection.	68311
HOS01-070	f60bfe6661d44f8a9b250e7bc7d228f3	47PA0724R0005	https://sam.gov/workspace/contract/opp/f60bfe6661d44f8a9b250e7bc7d228f3/view	Solicitation	2024-07-31	2024-10-10	GENERAL SERVICES ADMINISTRATION	PUBLIC BUILDINGS SERVICE	PBS OFFICE OF FACILITIES MANAGEMENT	GSA: PJM Carbon-Pollution Free Electricity/Retail Electricity 2024	11/18/2024 Amendment 0007: Revised Pricing Group 8 to Exhibit 1 10/03/2024: Replaced sixth amended Exhibit 1 due to missing fields in the pivot table. 10/02/2024 Amendment 0006: provides instructions for offerors to enter into proprietary information agreements with GSA contractors for evaluation purposes. Revises the amount of CFE required for FY2035 and provides a sixth amended Exhibit 1. All other terms and conditions remain the same. 09/19/2024 Amendment 0005: provides a fifth amended Exhibit 1. All other terms and conditions remain the same. 09/17/2024 Amendment 0004: provides a fourth amended Exhibit 1. All other terms and conditions remain the same. 09/11/2024 Amendment 0003: incorpo…	221122	S112		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Washington, DC, 20405, USA	Washington, DC, 20405, USA	Direct notice/resource lookup required	Yes — 10 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 10 version(s): 9df8481a1d374a0882cfe211a6efa16b; dcf68bf5252a4a7dac813545a34ee2d2; 066188e7a4cd4892a04382955c8d41fb; b68883970d4b4443adfbc2c5ed14b6c9; 30ddea31c61c4035a7cee9af28a00a01; e3dc6bd74f1d4d4299620af1fc2271a4; d9f139fd9aa84775813c7729d92f2b49;…	64809
