HOS01-041	6be47146b6384f5ea2ece9ee26636395	12363N23Q4035	https://sam.gov/workspace/contract/opp/6be47146b6384f5ea2ece9ee26636395/view	Combined Synopsis/Solicitation	2023-02-14	2023-03-15	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS, STEWARDSHIP CONTRACTING BRANCH	California Forest Engineering and Road Maintenance (FERM) Blanket Purchase Agreement	12363N23Q4035 This is a combined synopsis/solicitation for commercial products or commercial services prepared in accordance with the format in subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation and proposals are being requested. PROJECT DESCRIPTION: California Forest Engineering and Road Maintenance (FERM) Blanket Purchase Agreement The California Forest Engineering and Road Maintenance (FERM) Blanket Purchase Agreement is a National BPA that will consist of a variety of work including both Road Maintenance service types of work and Road Construction types of work. The BPA will have a period of performance …	237310	Y1LB	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Vallejo, CA, 94592, USA	Vallejo, CA, 94592, USA	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): 779b377795704eefacca47a1b604d20e; 6be47146b6384f5ea2ece9ee26636395. Outcome did not control selection.	68071
HOS01-042	7f8cc487fcbc40f3847a34bab679343e	19AQMDOSCrystalGlassware	https://sam.gov/workspace/contract/opp/7f8cc487fcbc40f3847a34bab679343e/view	Solicitation	2024-02-05	2024-02-16	STATE, DEPARTMENT OF	STATE, DEPARTMENT OF	ACQUISITIONS - AQM MOMENTUM	DOS Crystal Glassware-SMALL BUSINESS ONLY	U.S. Department of State February 2, 2024 Department of State 2024 Production & Supply Contract For Lead-Free Crystal Glassware Notice of Solicitation of Submissions for Contractor Pre-Qualification The U.S. Department of State (DOS), Bureau of Overseas Buildings operations (OBO) is seeking to prequalify U.S. Small Businesses for an Indefinite Delivery Indefinite Quantity (IDIQ) contract(s) to produce and supply high quality lead-free crystal glassware�s. The Department of State anticipates awarding approximately (1) IDIQ contract. This requirement is a Small Business Set-Aside under the North American Industry Classification System (NAICS) code 327212 (Other Pressed and Blown Glass and Gla…	327212	9340	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	Mixed controls	Rosslyn, VA, USA	Rosslyn, VA, USA	Direct notice/resource lookup required	Yes — 2 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	60	Double	Passes Gates 1-6 preliminarily; Gate 7 archive review pending	REVIEW — archive reconstruction	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 2 version(s): c7386d28fc8740148e8ebee8b4b6558a; 7f8cc487fcbc40f3847a34bab679343e. Outcome did not control selection.	67281
HOS01-043	c335dcd0fe074be9a9aa4a2e22ddf7c1	80AFRC23R0001	https://sam.gov/workspace/contract/opp/c335dcd0fe074be9a9aa4a2e22ddf7c1/view	Solicitation	2023-07-19	2023-11-01	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION	NASA ARMSTRONG FLIGHT RESEARCH CNTR	Final Request for Proposal for NASA Suborbital/Hosted Orbital Flight and Payload Integration Services 4 (FO IDIQ 4)	This solicitation, as revised, shall remain open during the life of the awarded contracts. At any time, the Government may award additional contracts under this solicitation. Each anniversary date during the life of this contract or at any other time established via synopsis, the Government may issue a request for and accept proposals from new flight service providers. -------------------------------------------------------------------------------------------------------- Solicitation is amended to post additional Questions and Answers as attachment QuestionsFromIndustry_24Oct2023.pdf and replace the PWS with Attachment 1_PWS_19Oct2023.pdf. Solicitation is amended to provide the presentatio…	481212	V126		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 12 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 12 version(s): e1372cc0103f421cbf69a59b538b4d81; a665d191eef14ab7966484b9d59584d6; 31b2084f0dc1410e862186dc6572fd3a; f7e713ee1d5e407cb8fe3094e2be7160; a9dda877c76c49d08dc88bb3d33ae16b; e2fe43b6d1034a7f9813ad99794522b9; e7beeb1fd3764d3f826276b58d36dbcb;…	65693
HOS01-044	b1b65ba2dd57436bb0f3fd865be959e3	12569R23Q7000	https://sam.gov/workspace/contract/opp/b1b65ba2dd57436bb0f3fd865be959e3/view	Solicitation	2023-03-01	2024-02-29	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA-FS PPS INCIDENT PROCUREMENT	VIPR I-BPA for Heavy Equipment for West Zone Regions 5 and 6	Re-open Solicitation. Vendor responses to the solicitation are due 02/29/2024 16:00 PST. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), ESB West Zone (Regions 5, and 6) requirement for Heavy Equipment for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 12569R23Q7000. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirements of the original solicitation. IMPORTANT NOT…	115310	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 9 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 9 version(s): fbe52bb7944a47c088b6ff5f42f1181c; 8bdf826737a44a55bf86d8d5778d329a; 69bb963bd2b14be382b16074334d1791; 7ef0054294a8412fa468b34e2d13b722; b856cd8a514d44109d802c9dae7cff5f; c3ce65788cc94548901448cff4d6809a; 4741d925b9c048c6a661fd5cb54b82e4; …	67477
HOS01-045	e21949e0ea414e93a0b115705e2fce01	W912BU22B0010	https://sam.gov/workspace/contract/opp/e21949e0ea414e93a0b115705e2fce01/view	Solicitation	2022-09-28	2022-11-02	DEPT OF DEFENSE	DEPT OF THE ARMY	W2SD ENDIST PHILADELPHIA	Townsends Inlet to Cape May Inlet, Cape May County, New Jersey	*********MAKE NOTE: AMENDMENT #001 HAS BEEN ADDED TO THIS SOLICITATION ********* *********DO NOT STAPLE BID PROPOSAL DOCUMENTS********** The U.S. Army Corps of Engineers, Philadelphia District, intends to award a firm fixed contract that consists of Maintenance dredging under this contract. Contract work consists of maintenance dredging in the Townsends Inlet to Cape May Inlet, NJ : a. Placing approximately 231,000 cubic yards of beachfill, along the Atlantic Ocean coastline in the Borough of Avalon, Cape May County, New Jersey. b. Placing approximately 464,000 cubic yards of beachfill, along the Atlantic Ocean coastline in the Borough of Stone Harbor, Cape May County, New Jersey. c. Re-gra…	237990	Y1KF		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): e9f39b41733c46469cd2714255903772; f1c9691ca10f4c88a480cb25030c7ec3; e21949e0ea414e93a0b115705e2fce01. Outcome did not control selection.	69801
HOS01-046	45b16e83d4c84228a437e062f29e5f96	N6660423Q0420	https://sam.gov/workspace/contract/opp/45b16e83d4c84228a437e062f29e5f96/view	Solicitation	2023-05-31	2023-08-04	DEPT OF DEFENSE	DEPT OF THE NAVY	NUWC DIV NEWPORT	Launch Control Display Panels and Spares Kit	Please see attached documents. Amendment 0008: Please see the "Amendment 0008" Document for all information pertaining to this amendment. Amendment 0007: Please see the "Amendment 0007" Document for all information pertaining to this amendment. Amendment 0006: Please see the "Amendment 0006" Document for all infromation pertaining to this amendment. The purpose of Amendment 0005 is to: Provide the final SOW as Attachment �SOW�. As a result, �DRAFT SOW� has been removed from this Notice. The word �Draft� preceding all instances of the phrase �Statement of Work� is deleted from this Notice. Replace Attachment �Amendment 0004 Pricing Table and CLIN Structure Rearrangement� with �Amendment 0005…	541330	5998		Unknown pre-award; historical award retained only as answer key when mapped	Commercial product candidate	Mixed controls	USA	USA	Direct notice/resource lookup required	Yes — 10 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Pass / no automatic exclusion detected	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	60	Double	Passes Gates 1-6 preliminarily; Gate 7 archive review pending	REVIEW — archive reconstruction	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 10 version(s): 47f7ae0b7a1b41daba57c8486fc58299; 592305bc60544352b7204d4b0549adbe; aeceebc9abd0429fa97a5aa2d1580c24; b6c5c8dbbbc44f2c8401570954bf3f3f; 99220a0d5eee445cacea6045657aecbd; 90851cf0f62846a6a9ec698d72bda923; 1e2f1355f5a042b2969f3797bc130c63;…	68587
HOS01-047	6f7a4f5f3541497cb18c894ed7fd1974	12024B23Q7001	https://sam.gov/workspace/contract/opp/6f7a4f5f3541497cb18c894ed7fd1974/view	Solicitation	2023-03-20	2024-04-08	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA FOREST SERVICE	VIPR I-BPA for Advanced Life Support (ALS) and Basic Life Support (BLS) Ambulance Service for Region 13 - National	Re-open Solicitation. Vendor responses to the solicitation are due 04/08/2024 17:00 MDT. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), National Zone requirement for Ambulances for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 12024B23Q7001. This amendment is to re-open this solicitation to conduct an open season On-Ramping in accordance with Exhibit H - Special Contract Requirements of the original solicitation. IMPORTANT NOTE: On-Ramping is not a n…	621910	F003		Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 5 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 5 version(s): 5192c4f610414a5bbeae1b147eabfcb0; ba5db8f92e6f4205b670465da164421c; 5a1e706dd4514c2087fbf0407bddfef7; 72137a9031be400f8ce6731a931dbf87; 6f7a4f5f3541497cb18c894ed7fd1974. Outcome did not control selection.	67079
HOS01-048	948e8bc8a6594aca84b36407943e6a35	W912P622B0006	https://sam.gov/workspace/contract/opp/948e8bc8a6594aca84b36407943e6a35/view	Solicitation	2023-02-01	2023-03-03	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	STORMWATER IMPROVEMENTS, HAMMOND, LAKE COUNTY, INDIANA (USACE ACQUISITION)	EFFECTIVE MARCH 15, 2023: THIS IS AN UPDATE TO THIS SOLICITATION - Amendment No. 0002 has been added to the Attachment Section hereunder. - Ericka Hillard, Contract Specialist, Chicago District-USACE ***************************************************************************************************************************************************** EFFECTIVE MARCH 3, 2023: The government has attached the Bid Opening Results (please refer to the "Attachments" Section of this Notice). ***************************************************************************************************************************************************** VIRTUAL BID OPENING INFORMATION: THE VIRTUAL BID OPENING WILL …	237110	Y1ND	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Hammond, IN, USA	Hammond, IN, USA	Direct notice/resource lookup required	Yes — 5 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 5 version(s): 69e4bf8f10294370be2e8c7daa7e21c0; b80d1e8d649947caa4d2b14921e705ad; 7509bc1a99344fa2b1a9347d3407d7f8; b4cccc54a6dd4d47abc4a36b9502f9c9; 948e8bc8a6594aca84b36407943e6a35. Outcome did not control selection.	69589
HOS01-049	32053ca75e0f45099bb96a8365c5d53e	12024B23Q7003	https://sam.gov/workspace/contract/opp/32053ca75e0f45099bb96a8365c5d53e/view	Solicitation	2023-03-08	2024-02-21	AGRICULTURE, DEPARTMENT OF	FOREST SERVICE	USDA FOREST SERVICE	VIPR I-BPA for Mobile Laundry Unit for Region 13 - National	Re-open Solicitation. Vendor responses to the solicitation are due 02/21/2024 17:00 Pacific. Please access the 'Open Solicitations' tab in the VIPR Vendor application (https://apps.fs.usda.gov/vipr/vendor/) to start your response. The Department of Agriculture (USDA), US Forest Service (USFS), National Zone (All Regions; 1, 2, 3, 4, 5, 6, 8, and 10) requirement for MOBILE LAUNDRY UNITS for use during Local, Regional, and nationwide fire suppression and all-hazard incidents was originally solicited under solicitation number 1202SB24Q7003. This amendment is to re-open this solicitation to conduct an open season Onboarding in accordance with Exhibit H - Special Contract Requirements of the ori…	812320	F003	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls		Archive review required	Direct notice/resource lookup required	Yes — 5 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 5 version(s): 1a5c337f887945cb842d0613cbb6925b; d123d77fa28c4bb9a36d9060e2b53446; 29fe22af650349b2b2a29600cd499a7e; 85d06774d72b4e54808ba4177dc0850e; 32053ca75e0f45099bb96a8365c5d53e. Outcome did not control selection.	67454
HOS01-050	631e759640594e37b64e3aba6e1af96b	W912P622B0004	https://sam.gov/workspace/contract/opp/631e759640594e37b64e3aba6e1af96b/view	Solicitation	2022-12-22	2023-01-25	DEPT OF DEFENSE	DEPT OF THE ARMY	W072 ENDIST CHICAGO	GARY SANITARY DISTRICT 27TH & CHASE STREET FORCE MAIN REPLACEMENT, PHASE 2 - SECTION 219, GARY, LAKE COUNTY, INDIANA (USACE ACQUISITION)	EFFECTIVE JANUARY 25, 2023: The government has attached the Bid Opening Results (please refer to the "Attachments" Section of this Notice). ************************************************************************************************************************************************* VIRTUAL BID OPENING INFORMATION: THE VIRTUAL BID OPENING WILL BE CONDUCTED ON JANUARY 25, 2023 AT 2:00 P.M. (CENTRAL TIME). AT THE DESIGNATED DAY AND TIME, PLEASE JOIN BY: MEETING LINK: https://usace1.webex.com/usace1/j.php?MTID=m9a961ea0407de512cf3152daa6ec86e2 Meeting number (access code): 2760 118 0909 Meeting password: X58PwihTg@7 OR, JOIN BY PHONE: 1-844-800-2712 US Toll Free 1-669-234-1177 US Toll Access…	237110	Y1ND	Total Small Business Set-Aside (FAR 19.5)	Unknown pre-award; historical award retained only as answer key when mapped	Excluded/control category	Mixed controls	Gary, IN, USA	Gary, IN, USA	Direct notice/resource lookup required	Yes — 3 notice version(s)	Unknown — archive retrieval required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes — original solicitation open to new offers	No evidence in metadata; verify solicitation	Potentially yes — subject to historical SAM registration and representations	No conflict detected in metadata; exact product review required	Exact product/NSN review required	Service PSC / field-performance exposure	Promising metadata; archive requirements review required	Unknown — never infer from award amount	Not modeled before archive and supplier-pricing gates	Unclassified pending requirements and sourcing	Not modeled before supplier pricing	90	0	Strikeout	Gate 6 — product/service exclusion	NO-BID / CONTROL	Moderate — official extract metadata; direct archive review pending	Sample period: Primary 2023-2024. Strict PSC-family lane classification. Solicitation family has 3 version(s): 5a3127cf4c304dc3b1c06043b5c1250e; b83c1afb106143c493f210bac9f40a96; 631e759640594e37b64e3aba6e1af96b. Outcome did not control selection.	70077
