HOS01-091	d0176e5cb02647f1b88ba3f6876d8f7c	QSE--36C78623Q50228	https://sam.gov/workspace/contract/opp/d0176e5cb02647f1b88ba3f6876d8f7c/view	Solicitation	2023-08-11	2023-08-23	Federal agency — see source			Historical solicitation HOS01-091 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	315210	8405	Restricted set-aside	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	No	Review	Review	Pass preliminary product gate	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	60	Strikeout	Gate 4	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	68517
HOS01-092	670ce53283cf4e91bbed77d8a4c5c096	FA810824RB001RFP	https://sam.gov/workspace/contract/opp/670ce53283cf4e91bbed77d8a4c5c096/view	Solicitation	2024-06-25	2024-08-26	Federal agency — see source			Historical solicitation HOS01-092 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	336411	J010	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	64594
HOS01-093	4570b8e3f5ef4032ba527f403399298c	1202SB23Q7011	https://sam.gov/workspace/contract/opp/4570b8e3f5ef4032ba527f403399298c/view	Solicitation	2023-01-23	2024-02-24	Federal agency — see source			Historical solicitation HOS01-093 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	811111	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67471
HOS01-094	e60152a922ec4fc49e9d6aea1f3d91c9	QSE--36C78624Q50082	https://sam.gov/workspace/contract/opp/e60152a922ec4fc49e9d6aea1f3d91c9/view	Combined Synopsis/Solicitation	2024-02-15	2024-03-15	Federal agency — see source			Historical solicitation HOS01-094 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	561730	S208	Restricted set-aside	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	No	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	0	Strikeout	Gate 4	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67212
HOS01-095	e126dac5fbcf47b0b652ec0c0d27163d	W912P623R0009	https://sam.gov/workspace/contract/opp/e126dac5fbcf47b0b652ec0c0d27163d/view	Combined Synopsis/Solicitation	2024-03-25	2024-04-15	Federal agency — see source			Historical solicitation HOS01-095 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	561210	S216	Restricted set-aside	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	No	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	0	Strikeout	Gate 4	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	66545
HOS01-096	c1c21f2570164d07a745a8be01b8173a	1202SB23Q7010	https://sam.gov/workspace/contract/opp/c1c21f2570164d07a745a8be01b8173a/view	Solicitation	2023-01-23	2024-02-06	Federal agency — see source			Historical solicitation HOS01-096 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	485999	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67438
HOS01-097	967343daebb04f6890372a8715c06a3e	FA7146-20-S-0001(CERI)	https://sam.gov/workspace/contract/opp/967343daebb04f6890372a8715c06a3e/view	Combined Synopsis/Solicitation	2022-05-05	2024-09-01	Federal agency — see source			Historical solicitation HOS01-097 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	541990	B599	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	66761
HOS01-098	e2867309253347b1aace03d9a6656e4f	1202SB23Q7017	https://sam.gov/workspace/contract/opp/e2867309253347b1aace03d9a6656e4f/view	Solicitation	2023-03-01	2024-03-04	Federal agency — see source			Historical solicitation HOS01-098 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	811111	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67476
HOS01-099	df3874a630ce4155b6b7b038b5b67c19	12569R23Q7005	https://sam.gov/workspace/contract/opp/df3874a630ce4155b6b7b038b5b67c19/view	Solicitation	2023-03-06	2024-02-23	Federal agency — see source			Historical solicitation HOS01-099 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	811111	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67479
HOS01-100	dc0ea0cec39c45e9acf790532e6ba929	12024B24Q7002	https://sam.gov/workspace/contract/opp/dc0ea0cec39c45e9acf790532e6ba929/view	Solicitation	2024-02-20	2024-04-05	Federal agency — see source			Historical solicitation HOS01-100 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	488190	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67210
