HOS01-061	927576698b2f40859c71719f674cf54c	9DC2702	https://sam.gov/workspace/contract/opp/927576698b2f40859c71719f674cf54c/view	Solicitation	2023-11-08	2023-12-05	Federal agency — see source			Historical solicitation HOS01-061 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	531120	X1AA	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67643
HOS01-062	80e6cd0e83ef4810a738492e9d29e9ad	12569R23Q7002	https://sam.gov/workspace/contract/opp/80e6cd0e83ef4810a738492e9d29e9ad/view	Solicitation	2023-03-01	2024-02-23	Federal agency — see source			Historical solicitation HOS01-062 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67455
HOS01-063	bffca48be63a496094ad9488e6511bed	129J6124Q7000	https://sam.gov/workspace/contract/opp/bffca48be63a496094ad9488e6511bed/view	Solicitation	2024-02-12	2024-03-18	Federal agency — see source			Historical solicitation HOS01-063 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67258
HOS01-064	0b832613872940adaba607b57c5a95a4	FA9453-23-R-A004	https://sam.gov/workspace/contract/opp/0b832613872940adaba607b57c5a95a4/view	Solicitation	2023-03-14	2024-10-01	Federal agency — see source			Historical solicitation HOS01-064 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	541715	AC33	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	66205
HOS01-065	ff6211114e3c426491c937dcc0806538	1202SB23Q7018	https://sam.gov/workspace/contract/opp/ff6211114e3c426491c937dcc0806538/view	Solicitation	2023-03-01	2024-02-29	Federal agency — see source			Historical solicitation HOS01-065 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67483
HOS01-066	8483b45911794ddd911f4a1ab24b90eb	N0038322QD505	https://sam.gov/workspace/contract/opp/8483b45911794ddd911f4a1ab24b90eb/view	Solicitation	2022-10-04	2024-09-26	Federal agency — see source			Historical solicitation HOS01-066 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	336413	1560	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Conflict	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	0	Strikeout	Gate 5	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	65473
HOS01-067	178ca7f178a347879957287c33b6e126	QSE--36C78623Q50246	https://sam.gov/workspace/contract/opp/178ca7f178a347879957287c33b6e126/view	Solicitation	2023-07-21	2023-07-31	Federal agency — see source			Historical solicitation HOS01-067 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	562991	9330	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Pass preliminary product gate	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	60	Double	Preliminary survivor	REVIEW — archive reconstruction	Moderate	Exact original metadata retained in source index; outcome did not control selection.	68689
HOS01-068	d8518e51604f41cb9d329ccca7415c6c	12569R24Q7003	https://sam.gov/workspace/contract/opp/d8518e51604f41cb9d329ccca7415c6c/view	Solicitation	2024-02-15	2024-03-19	Federal agency — see source			Historical solicitation HOS01-068 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67233
HOS01-069	f6401633c7be4628aab06a2a86bc51bb	N6660423Q0793	https://sam.gov/workspace/contract/opp/f6401633c7be4628aab06a2a86bc51bb/view	Combined Synopsis/Solicitation	2023-09-12	2023-10-16	Federal agency — see source			Historical solicitation HOS01-069 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	334511	5930	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Pass preliminary product gate	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	60	Double	Preliminary survivor	REVIEW — archive reconstruction	Moderate	Exact original metadata retained in source index; outcome did not control selection.	68311
HOS01-070	f60bfe6661d44f8a9b250e7bc7d228f3	47PA0724R0005	https://sam.gov/workspace/contract/opp/f60bfe6661d44f8a9b250e7bc7d228f3/view	Solicitation	2024-07-31	2024-10-10	Federal agency — see source			Historical solicitation HOS01-070 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	221122	S112	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	64809
