HOS01-071	6d98e09fa04e40b3b22294ab3590d1f0	N0010423QXB31	https://sam.gov/workspace/contract/opp/6d98e09fa04e40b3b22294ab3590d1f0/view	Solicitation	2023-02-23	2024-10-25	Federal agency — see source			Historical solicitation HOS01-071 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	335931	6130	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	MRO tools and commercial hardware	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Conflict	Review	Pass preliminary product gate	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	75	Strikeout	Gate 5	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	65126
HOS01-072	d82bb7d8e7c44e88bec47138ec0fa1f5	N0010424QFE04	https://sam.gov/workspace/contract/opp/d82bb7d8e7c44e88bec47138ec0fa1f5/view	Solicitation	2024-08-01	2024-08-16	Federal agency — see source			Historical solicitation HOS01-072 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	332919	4820	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	MRO tools and commercial hardware	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Conflict	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	0	Strikeout	Gate 5	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	65766
HOS01-073	13a607ebd952458686dba9eeb0dfc160	1202SB24Q7014	https://sam.gov/workspace/contract/opp/13a607ebd952458686dba9eeb0dfc160/view	Solicitation	2024-02-02	2024-03-06	Federal agency — see source			Historical solicitation HOS01-073 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67334
HOS01-074	19da7bb695aa4629b262dc3d3909ff97	12024B24Q7001	https://sam.gov/workspace/contract/opp/19da7bb695aa4629b262dc3d3909ff97/view	Solicitation	2024-02-20	2024-04-05	Federal agency — see source			Historical solicitation HOS01-074 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	517810	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67211
HOS01-075	222ab24711b643939b827a50e27ac689	1202SB23Q7019	https://sam.gov/workspace/contract/opp/222ab24711b643939b827a50e27ac689/view	Solicitation	2023-03-01	2024-03-07	Federal agency — see source			Historical solicitation HOS01-075 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67451
HOS01-076	6308648904b64524b0cf37259396e38e	HDTRA122S0002	https://sam.gov/workspace/contract/opp/6308648904b64524b0cf37259396e38e/view	Solicitation	2022-06-22	2022-08-16	Federal agency — see source			Historical solicitation HOS01-076 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	5417	AC32	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	65574
HOS01-077	8521ef14de47454cac7f82ecd8bf2825	SP330023Q0156	https://sam.gov/workspace/contract/opp/8521ef14de47454cac7f82ecd8bf2825/view	Combined Synopsis/Solicitation	2023-07-10	2024-01-17	Federal agency — see source			Historical solicitation HOS01-077 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	811310	J039	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67581
HOS01-078	1be935d8099e4bdd9ed6a2fe232d5f9d	47QTCB24R0009	https://sam.gov/workspace/contract/opp/1be935d8099e4bdd9ed6a2fe232d5f9d/view	Solicitation	2024-06-28	2024-10-28	Federal agency — see source			Historical solicitation HOS01-078 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	541512	DA01	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	65966
HOS01-079	e90a551f69c2400987b52244cf5f1d2a	W912P623R0008	https://sam.gov/workspace/contract/opp/e90a551f69c2400987b52244cf5f1d2a/view	Combined Synopsis/Solicitation	2023-02-22	2023-03-17	Federal agency — see source			Historical solicitation HOS01-079 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	327991	5610	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Pass preliminary product gate	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	60	Double	Preliminary survivor	REVIEW — archive reconstruction	Moderate	Exact original metadata retained in source index; outcome did not control selection.	69609
HOS01-080	db0b48db16ee4d54abb53d1cbdfaacf9	1202SB23Q7021	https://sam.gov/workspace/contract/opp/db0b48db16ee4d54abb53d1cbdfaacf9/view	Solicitation	2023-02-21	2024-03-04	Federal agency — see source			Historical solicitation HOS01-080 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	324110	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67487
