HOS01-081	977af4b8a96a49379f92f8b9ff816b4e	47PA0723Q0001	https://sam.gov/workspace/contract/opp/977af4b8a96a49379f92f8b9ff816b4e/view	Combined Synopsis/Solicitation	2023-08-16	2023-09-06	Federal agency — see source			Historical solicitation HOS01-081 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	221122	S112	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	68364
HOS01-082	3074b10e4729407ca46bc579420cf596	SPE60523R0206	https://sam.gov/workspace/contract/opp/3074b10e4729407ca46bc579420cf596/view	Combined Synopsis/Solicitation	2023-03-30	2023-05-15	Federal agency — see source			Historical solicitation HOS01-082 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	324110	9140	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	69028
HOS01-083	29cd6ae20f734342b995d6b0bf25933c	12569R23Q7001	https://sam.gov/workspace/contract/opp/29cd6ae20f734342b995d6b0bf25933c/view	Solicitation	2023-03-02	2024-03-04	Federal agency — see source			Historical solicitation HOS01-083 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	324110	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67467
HOS01-084	c28ac0cb6d064991abed33532e537cde	N0010423QCC59	https://sam.gov/workspace/contract/opp/c28ac0cb6d064991abed33532e537cde/view	Solicitation	2023-05-11	2023-11-02	Federal agency — see source			Historical solicitation HOS01-084 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	332919	4820	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	MRO tools and commercial hardware	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Conflict	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	0	Strikeout	Gate 5	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	68076
HOS01-085	23d18d4fabff44c499ec431937e5028e	12569R23Q7003	https://sam.gov/workspace/contract/opp/23d18d4fabff44c499ec431937e5028e/view	Solicitation	2023-03-02	2024-02-18	Federal agency — see source			Historical solicitation HOS01-085 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	485999	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67486
HOS01-086	e159fb843a1948f1b59a71d2524bfd0a	W912P623B0012	https://sam.gov/workspace/contract/opp/e159fb843a1948f1b59a71d2524bfd0a/view	Solicitation	2023-06-01	2023-07-11	Federal agency — see source			Historical solicitation HOS01-086 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	237110	Y1PZ	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	68777
HOS01-087	f811ad49de774e3fac43be1b8d67d2e5	N0010423QFD34	https://sam.gov/workspace/contract/opp/f811ad49de774e3fac43be1b8d67d2e5/view	Solicitation	2023-05-03	2023-12-08	Federal agency — see source			Historical solicitation HOS01-087 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	332710	5975	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Conflict	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	0	Strikeout	Gate 5	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67929
HOS01-088	34a457c3d6ba45deb42709a2edc8dec1	12024B23Q7000	https://sam.gov/workspace/contract/opp/34a457c3d6ba45deb42709a2edc8dec1/view	Solicitation	2023-03-13	2024-02-22	Federal agency — see source			Historical solicitation HOS01-088 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67489
HOS01-089	2c3b2d68a1ec40a2a7c116d3c3da423e	1202SC21Q0004	https://sam.gov/workspace/contract/opp/2c3b2d68a1ec40a2a7c116d3c3da423e/view	Combined Synopsis/Solicitation	2022-03-11	2024-01-15	Federal agency — see source			Historical solicitation HOS01-089 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	325998	6850	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Pass preliminary product gate	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	60	Double	Preliminary survivor	REVIEW — archive reconstruction	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67583
HOS01-090	f67e4b22a902400aa695dbc5e8119f0a	W912P623Q0002	https://sam.gov/workspace/contract/opp/f67e4b22a902400aa695dbc5e8119f0a/view	Combined Synopsis/Solicitation	2023-03-06	2023-03-22	Federal agency — see source			Historical solicitation HOS01-090 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	611430	U099	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	69522
