HOS01-051	a7a33c8a63d04e66856c5eac34c84f6d	1202SB23Q7008	https://sam.gov/workspace/contract/opp/a7a33c8a63d04e66856c5eac34c84f6d/view	Solicitation	2023-01-25	2024-02-24	Federal agency — see source			Historical solicitation HOS01-051 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	324110	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67473
HOS01-052	58889eef7ebc4fe6b17c062ad5fe32ec	1202SB23Q7020	https://sam.gov/workspace/contract/opp/58889eef7ebc4fe6b17c062ad5fe32ec/view	Solicitation	2023-03-01	2024-03-04	Federal agency — see source			Historical solicitation HOS01-052 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	485999	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67491
HOS01-053	40eba34d1590411983e7cbf33c9e6581	47QMCA23R0076	https://sam.gov/workspace/contract/opp/40eba34d1590411983e7cbf33c9e6581/view	Combined Synopsis/Solicitation	2023-07-27	2024-09-30	Federal agency — see source			Historical solicitation HOS01-053 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	336211	2310	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Conflict	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	0	0	Strikeout	Gate 5	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	64964
HOS01-054	e57e259e885941ffa5a93c3603a47134	47QMCA21R0008	https://sam.gov/workspace/contract/opp/e57e259e885941ffa5a93c3603a47134/view	Solicitation	2022-05-18	2021-09-16	Federal agency — see source			Historical solicitation HOS01-054 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	336110	2310	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	64669
HOS01-055	8b56947339614699a2c1f962cb70f742	1202SB23Q7012	https://sam.gov/workspace/contract/opp/8b56947339614699a2c1f962cb70f742/view	Solicitation	2023-01-23	2024-02-23	Federal agency — see source			Historical solicitation HOS01-055 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67488
HOS01-056	1bf34f327c8d47de87fc64a69d498486	1202SB23Q7009	https://sam.gov/workspace/contract/opp/1bf34f327c8d47de87fc64a69d498486/view	Solicitation	2023-01-23	2024-02-23	Federal agency — see source			Historical solicitation HOS01-056 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67453
HOS01-057	352c7eb450ee419a8e9b48c9160609e5	1202SC21Q2205	https://sam.gov/workspace/contract/opp/352c7eb450ee419a8e9b48c9160609e5/view	Solicitation	2022-01-06	2024-05-07	Federal agency — see source			Historical solicitation HOS01-057 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	115310	F003	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	66672
HOS01-058	f2af28d1579c4ab3ba51daae04df0180	FA7146-21-S-C-0001	https://sam.gov/workspace/contract/opp/f2af28d1579c4ab3ba51daae04df0180/view	Solicitation	2022-05-05	2024-09-30	Federal agency — see source			Historical solicitation HOS01-058 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	541990	AC32	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	68331
HOS01-059	d5b16332f18c4a7f9463d87f2bfd3c93	QSE--36C78624Q50103	https://sam.gov/workspace/contract/opp/d5b16332f18c4a7f9463d87f2bfd3c93/view	Combined Synopsis/Solicitation	2024-03-08	2024-03-18	Federal agency — see source			Historical solicitation HOS01-059 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	333112	3710	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Pass preliminary product gate	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	60	Double	Preliminary survivor	REVIEW — archive reconstruction	Moderate	Exact original metadata retained in source index; outcome did not control selection.	67063
HOS01-060	a3161b2d68ae438dba035c2c9f132e82	SPE605-24-R-0204	https://sam.gov/workspace/contract/opp/a3161b2d68ae438dba035c2c9f132e82/view	Combined Synopsis/Solicitation	2024-01-30	2024-03-19	Federal agency — see source			Historical solicitation HOS01-060 — exact title in source index	Closed historical solicitation. Full source record retained in the source index and archive.	324110	9140	See source	Unknown pre-award; historical award retained only as answer key when mapped	Historical product/service control	Mixed controls	See source	See source	Archive review required	See source version history	Archive review required	Not yet recovered					No parent vehicle indicated at solicitation intake; verify clauses	Potentially yes	Review	Potentially yes	Review	Review	Rejected by kickoff control	Archive review required	Unknown	Not modeled	Unclassified	Not modeled	90	0	Strikeout	Gate 6	NO-BID / CONTROL	Moderate	Exact original metadata retained in source index; outcome did not control selection.	66473
